premise,hypothesis,label
"['nipa', 'measure', 'reflects', 'government', 'saving', 'affects', 'national', 'saving', 'available', 'investment', 'unified', 'budget', 'measure', 'common', 'frame', 'reference', 'discussing', 'federal', 'fiscal', 'policy', 'issues']","['nipa', 'measure', 'reliable', 'unified', 'budget', 'measure']",1
"['body', 'like', 'crippled', 'rabbit', 'dont', 'want', 'pet', 'forget', 'feed', 'time', 'havent', 'time', 'play', 'get', 'know', 'useless', 'rabbit', 'kept', 'cage', 'would', 'cruel', 'turn', 'loose']",['anorexic'],1
"['uh', 'could', 'fill', 'whole', 'bunch', 'uh', 'holes', 'things', 'used', 'used', 'advertise', 'buying', 'wheat', 'pennies', 'um', 'id', 'give', 'dollar', 'roll', 'two', 'cents', 'piece', 'basically', 'overpriced']","['used', 'try', 'sell', 'wheat', 'pennies']",2
"['penrith', 'blencathra', 'also', 'celtic', 'names', 'established', 'early', 'period', 'settlement']","['penrith', 'blencathra', 'names', 'go', 'back', 'ancient', 'rome']",2
"['necessary', 'meeting', 'restrictions', 'imposed', 'preceding', 'sentence', 'administrator', 'shall', 'reduce', 'pro', 'rata', 'basic', 'phase', 'ii', 'allowance', 'allocations', 'unit', 'subject', 'requirements', 'section', '414']","['administrator', 'shall', 'reduce', 'allowance', 'unit']",0
"['result', 'services', 'may', 'effective', 'conducted', 'emergency', 'department', 'environment']","['services', 'might', 'effective', 'theyre', 'done', 'ed']",0
"['evaluation', 'questions']","['evaluation', 'questions', 'topic']",1
"['therefore', 'many', 'leading', 'finance', 'organizations', 'calculated', 'compared', 'percentages', 'general', 'indication', 'well', 'supported', 'organizations', 'business', 'objectives']","['finance', 'organization', 'calculated', 'data', 'every', 'organization']",1
"['previously', 'request', 'republican', 'ranking', 'minority', 'member', 'house', 'committee', 'government', 'operations', 'gao', 'reviewed', 'activities', 'president', 'clintonas', 'task', 'force', 'health', 'care', 'reform', 'provided', 'extensive', 'listing', 'working', 'group', 'participants', 'drawn', 'government', 'outside', 'organizations']","['gao', 'reviewed', 'activities', 'president', 'clintons', 'task', 'force']",0
"['turn', 'worshipped', 'subjects', 'living', 'god']","['result', 'revered', 'subjects', 'living', 'deity', 'one', 'among', 'many']",1
"['air', 'warm']","['frigid', 'air', 'caught', 'surprise']",2
"['among', 'disadvantages', 'degree', 'innovation', 'product', 'differentiation', 'might', 'continue', 'limited']","['limited', 'innovation', 'going', 'advantage']",0
"['treat', 'bill', 'si']","['spend', 'much', 'like', 'bill', 'si']",1
"['think', 'yeah', 'think', 'think', 'thats', 'real', 'important']","['truly', 'believe', 'thats', 'really', 'important', 'us', 'know']",1
"['important', 'part', 'us', 'diplomacy', 'getting', 'sovereign', 'states', 'work', 'together', 'voluntarily']","['important', 'states', 'work', 'together']",2
"['chapter', '6', 'human', 'capital']","['capital', 'money', 'people']",2
"['rise', 'british', 'empire', 'india', 'begun']","['started', 'rise', 'german', 'empire', 'india']",2
"['uh', 'guys', 'actually', 'road', 'uh', 'two', 'thousand', 'miles', 'home', 'file', 'uh', 'final', 'exams', 'send']","['men', 'filed', 'midterm', 'exams', 'home']",2
"['sarawak', 'pottery', 'ochrecolored', 'bold', 'geometric', 'designs']","['sarawak', 'pottery', 'around', 'long', 'time']",1
"['ordered', 'better', 'sexual', 'techniques', 'advanced', 'sexual', 'techniques', 'making', 'sex', 'fun', 'advanced', 'oral', 'sex', 'techniques', 'priced', '11']","['orders', 'made', 'offered', 'free']",0
"['benchmarked', 'us']","['benchmark', 'america']",0
['truth'],"['tell', 'truth']",1
"['sure', 'well', 'good', 'talk']","['lets', 'talk', 'soon']",1
"['like', 'tech', 'known', 'good', 'engineering', 'school', 'maybe', 'known', 'computers']","['ms', 'computer', 'department', 'isnt', 'well', 'regarded']",2
"['celebrityobsessed', 'magazine', 'surpasses', 'postoscar', 'issue']","['magazine', 'interested', 'celebrities']",2
"['tommy', 'felt', 'ascendancy', 'less', 'sure', 'moment']","['tommy', 'getting', 'less', 'certain', 'ascendancy']",0
"['whether', 'drink', 'beer', 'alcohol', 'trip', 'dublin', 'isnt', 'complete', 'without', 'visit', 'pubs', 'dont', 'miss', 'experience']","['dont', 'drink', 'dont', 'bother', 'visiting', 'pubs', 'london']",2
"['although', '60', 'minutes', 'producer', 'played', 'star', 'pacino', 'grandstands', 'point', 'distraction', 'bergmans', 'story', 'doesnt', 'primal', 'force']","['producer', 'played', 'harrison', 'ford']",2
"['never', 'said', 'mandrakeman']","['never', 'said', 'implied', 'mandrake']",0
"['everybodys', 'got', 'colds', 'everything', 'cold', 'one', 'day', 'hot', 'next', 'day']","['colds', 'directly', 'related', 'temperature', 'change']",0
"['dont', 'know', 'kind', 'summer', 'expecting', 'year', 'imagine', 'going', 'hot']","['work', 'weather', 'station', 'know', 'predictions', 'weather', 'summer']",2
"['central', 'section', 'tinos', 'little', 'interest', 'make', 'way', 'hills', 'pretty', 'village', 'pyrgos', 'famed', 'school', 'marble', 'carving']","['many', 'tourists', 'visit', 'central', 'section', 'tinos']",1
"['unless', 'report', 'restricted', 'law', 'regulation', 'auditors', 'ensure', 'copies', 'made', 'available', 'public', 'inspection']","['report', 'likely', 'restricted', 'law', 'regulation', 'ensured']",1
"['next', 'year', 'expelled', 'rand', 'security', 'risk', 'local', 'police', 'caught', 'engaging', 'lewd', 'act', 'public', 'mens', 'room', 'near', 'muscle', 'beach']","['expelled', 'rand', 'commited', 'crime']",0
"['watch', 'advertisement', 'times']","['anticipating', 'ad', 'cigars', 'newspaper']",1
"['unsurprisingly', 'golfing', 'prohibitively', 'expensive']","['golf', 'cheap', 'past', 'time', 'lots', 'people']",2
"['uh', 'well', 'figured', 'done', 'garage', 'toyota', 'dealer', 'would', 'looking', 'probably', 'three', 'four', 'hundred', 'dollars']","['cost', 'dealers', 'garage', 'twice', 'much', 'paid']",1
"['part', '2', 'confidentiality', 'alcohol', 'drug', 'abuse', 'patient', 'records']","['drug', 'alcohol', 'rehab', 'records', 'kept', 'confidential']",0
"['quite', 'large', 'papal', 'crose', 'commemorating', 'pope', 'john', 'paul', 'iis', 'visit', '1979', 'one', 'million', 'people', 'gathered', 'celebrate', 'mass']","['million', 'people', 'gathered', 'celebrate', 'mass', 'pope', 'john', 'paul', 'ii', 'visited', '1979']",0
"['trying', 'keep', 'grass', 'alive', 'summer', 'piece', 'ground', 'big', 'expensive']","['cost', 'keeping', 'grass', 'alive', 'summer', 'time']",2
"['managed', 'control', 'much', 'country', 'nearly', 'century', 'muslim', 'leader', 'saladin', 'salahaddin', 'defeated', '1187']","['controlled', 'entire', 'country', 'even', 'saladin', 'failed', 'attack', '1187']",2
"['grandson', 'akbar', 'chose', 'agra', 'capital', 'delhi']","['choice', 'agra', 'delhi', 'came', 'one', 'better', 'food']",1
"['information', 'provided', 'guide', 'current', 'date', 'publication']","['information', 'guide', 'uptodate']",0
"['anything', 'ultimate', 'fighting', 'safer', 'less', 'cruel', 'americas', 'blood', 'sport']","['nothing', 'dangerous', 'ultimate', 'fighting']",2
"['jon', 'saw', 'ride', 'smoke']","['rode', 'towards', 'jon', 'smoke']",2
"['someone', 'else', 'noticed', 'said', 'well', 'guess', 'thats', 'true', 'somewhat', 'melodio', 'us', 'words', 'wasnt', 'know', 'really', 'funny']","['someone', 'else', 'paid', 'attention', 'really', 'funny']",0
"['sixyear', 'study', 'scientists', 'fed', 'dogs', 'animals', 'irradiated', 'chicken', 'found', 'evidence', 'increased', 'cancer', 'toxic', 'effects']","['scientists', 'gave', 'animals', 'irradiated', 'chicken', 'lived', 'long', 'rest']",0
"['jesus', 'born', '4', 'bc', 'joseph', 'mary', 'escaped', 'herods', 'paranoia', 'fleeing', 'egypt', 'newborn', 'infant']","['jesus', 'birth', 'dated', 'around', '10', 'bc']",2
"['could', 'result', 'decline', 'postal', 'service', 'volumes', 'acrosstheboard']","['nothing', 'affect', 'postal', 'service', 'volumes', 'acrosstheboard']",2
"['folklore', 'ibiza']","['war', 'history', 'ibiza']",2
"['chatterbox', 'queried', 'trudeau', 'dallas', 'morning', 'news', 'quote']","['trudeau', 'queried', 'chatterbox', 'quote']",0
"['two', 'challengers', 'top', 'dogs']","['top', 'dogs', 'face', 'two', 'tough', 'financial', 'challenges']",1
"['ran', 'toward', 'us', 'rather', 'slowly', 'like', 'people', 'finishing', 'run']","['ran', 'slowly', 'tired', 'working', 'lot']",1
"['ive', 'getting', 'kick', 'lately']","['guess', 'dont', 'like']",2
"['youve', 'got', 'keys', 'still', 'havent', 'poirot', 'asked', 'reached', 'door', 'locked', 'room']","['keys', 'pocket']",1
"['puppet', 'shows']","['productions', 'using', 'puppets']",0
"['even', 'today', 'yanomamo', 'men', 'raid', 'villages', 'kill', 'men', 'abduct', 'women', 'procreative', 'purposes']","['yanomamo', 'eats', 'food']",1
"['housed', 'martello', 'series', 'towers', '12', '40', 'ft', 'high', '25', '8', 'ft', 'thick', 'constructed', 'along', 'coast', 'beginning', '19th', 'century', 'guard', 'invasion', 'napoleon']","['number', 'towers', 'built', 'guard', 'invasion', 'napoleon', 'built', 'along', 'coast', '19th', 'century']",0
"['um', 'ive', 'visited', 'wyoming', 'area', 'im', 'sure', 'exactly', 'dances', 'wolves', 'filmed']","['ive', 'visited', 'area', 'spring']",1
"['13', 'executive', 'effectively', 'implementing', 'government', 'performance', 'results', 'act', 'gaoggd96118', 'june', '1996']","['executives', 'didnt', 'implement', 'government', 'performance', 'results', 'act']",2
"['information', 'computer', 'attacks', 'department', 'defense', 'pose', 'increasing', 'risks']","['computer', 'attacks', 'department', 'defense', 'powerful', 'handle']",1
"['daniel', 'took', 'upon', 'explain', 'things']","['daniel', 'explained', 'happening']",0
"['ile', 'saintlouis', 'enchanted', 'selfcontained', 'island', 'gracious', 'living', 'long', 'popular', 'affluent', 'gentry', 'celebrities', 'paris']","['ile', 'saintlouis', 'adored', 'poor', 'paris']",2
"['kentucky', 'officials', 'say', 'virtual', 'epidemic', 'abusive', 'relationships', 'state']","['kentucky', 'marriages', 'tend', 'healthiest']",2
"['uh', 'takes', 'much', 'time', 'away', 'kids']","['takes', 'away', 'kids', 'important']",1
"['even', 'youre', 'kind', 'traveler', 'likes', 'improvise', 'adventurous', 'dont', 'turn', 'nose', 'tourist', 'offices']","['tourist', 'officers', 'good', 'place', 'visit', 'even', 'youre', 'adventurous', 'tourist']",0
"['walked', 'street', 'followed']","['followed', 'walked']",0
"['steps', 'initiated', 'allow', 'program', 'board', 'membership', 'reflect', 'clienteligible', 'community', 'include', 'representatives', 'funding', 'community', 'corporations', 'partners']","['isnt', 'fair', 'representation', 'board', 'members', 'program']",2
"['also', 'holy', 'family', 'said', 'sheltered', 'return', 'egypt']","['holy', 'family', 'spent', 'total', 'three', 'days']",1
"['complacency', 'came', 'easily', 'couple', 'weeks', 'without', 'capture']","['got', 'complacent', 'getting', 'captured', 'weeks']",0
"['sight', 'saw', 'adrins', 'hands', 'cocking', 'back', 'pair', 'dragonhammered', 'pistols']","['spotted', 'adrin', 'preparing', 'fire', 'pistols']",1
"['little', 'see', 'ruined', 'essene', 'monastery', 'qumran']","['visitors', 'skip', 'city', 'stay', 'night', 'passing']",1
"['enthusiasm', 'disneys', 'broadway', 'production', 'lion', 'king', 'dwindles']","['audiences', 'lion', 'king', 'broadway', 'still', 'turning', 'record', 'numbers']",2
"['fixing', 'current', 'levels', 'damage', 'would', 'impossible']","['damage', 'could', 'never', 'fixed', 'artisan']",1
"['allow', 'time', 'thirasia', 'explore', 'santorinis', 'smaller', 'sibling', 'islands']","['allow', 'time', 'thirasia', 'visit', 'famous', 'guy', 'fieri', 'restaurant']",2
"['entire', 'city', 'surrounded', 'open', 'countryside', 'scattering', 'small', 'villages']","['whole', 'countryside', 'scattered', 'small', 'villages']",0
"['couple', 'years', 'ago', 'thinking', 'moving', 'massachusetts', 'uh', 'boy', 'im', 'glad', 'didnt']","['never', 'considered', 'moving', 'massachusetts']",2
"['thats', 'guarantees', 'people', 'keep', 'buying', 'tickets', 'long', 'odds', 'favor']","['people', 'continually', 'purchase', 'tickets', 'long', 'good', 'chance', 'winning']",0
"['find', 'number', 'marys', 'personal', 'effects', 'display']","['display', 'also', 'find', 'johns', 'personal', 'effects']",1
"['football', 'powerhouse', 'guess']","['hes', 'terrible', 'football']",2
"['yeah', 'yeah', 'come', 'positive', 'regardless', 'uh', 'detected', 'uh', 'required', 'go', 'attend', 'uh', 'counseling', 'session']","['still', 'three', 'weeks', 'counseling', 'left', 'even', 'everything', 'seems', 'positive']",1
"['yeah', 'mean', 'escort', 'even', 'head', 'gasket', 'went', 'mean', 'would', 'start', 'first', 'time', 'every', 'time']","['head', 'gasket', 'went', 'escort', 'stopped', 'working']",2
"['jon', 'looked', 'barnam', 'puffed', 'chest']","['barnam', 'puffed', 'chest', 'jon', 'looked']",0
"['possibly', 'strychnine', 'fairly', 'rapid', 'drug', 'action']","['strychnine', 'drug', 'works', 'quickly']",0
"['main', 'attraction', 'kom', 'ombo', 'vibrant', 'color', 'still', 'found', 'columns', 'hypostyle', 'hall']","['hypostyle', 'hall', 'main', 'sight', 'see', 'kom', 'ombo', 'featuring', 'striking', 'colors', 'preserved', 'chemical', 'agent']",1
"['yeah', 'ti', 'people', 'yeah', 'figured', 'area', 'know']","['figured', 'areas']",2
"['scutari', 'traditionally', 'associated', 'name', 'florence', 'nightingale']","['scutari', 'linked', 'florence', 'nightingale', 'posthumously']",1
"['castlerigg', 'near', 'keswick', 'best', 'example']","['best', 'example', 'would', 'castlerigg', 'near', 'keswick']",0
"['idea', 'clintons', 'approval', 'represents', 'something', 'new', 'immoral', 'country', 'historically', 'shortsighted']","['shortsighted', 'think', 'clintons', 'approval', 'rating', 'sign', 'nations', 'immorality']",0
"['recent', 'attraction', 'pyramid', 'complex', 'small', 'museum', 'housing', 'remains', 'solar', 'barque', 'cedar', 'longboat', 'found', '1954']","['huge', 'museum', 'houses', '100', 'longboats', 'discovered', '1888']",2
"['uh', 'daughter', 'gets', 'irate', 'know', 'shes', 'teenager']","['daughters', 'teenager', 'gets', 'mad', 'whenever']",0
"['citing', 'conservative', 'critics', 'brown', 'vs']","['liberal', 'journalists', 'also', 'wrote', 'case']",1
['saintpauldevence'],"['saintpauldevence', 'commune', 'provencealpescôtedazur', 'region', 'department', 'alpesmaritimes', 'district', 'grasse', 'canton', 'cagnessurmerouest']",1
"['weicker', 'yet', 'declare', 'intentions']","['weicker', 'already', 'declared', 'intentions', 'staff']",2
"['yeah', 'uh', 'small', 'kids']","['matters', 'children', 'involved']",2
"['ball', 'sort', 'hit', 'buckner', 'buckner']","['ball', 'hit', 'buckner', 'caught']",1
"['ideological', 'freemarketeers', 'like', 'theories', 'like', 'smith', 'wrights', 'intellectually', 'jarring']","['belong', 'ideologies', 'freemarketeers', 'theories', 'presented', 'smith', 'wright', 'shock', 'since', 'think', 'differently']",1
"['result', 'comments', 'received', 'ams', 'changed', 'proposed', 'rule', 'republished', 'comment', 'march', '2000']","['proposed', 'rule', 'changed', 'ams', 'saw', 'comments']",0
"['one', 'planting', 'sides', 'starks', 'neck']","['starks', 'neck', 'hit', 'twice']",0
"['always', 'knew', 'outside', 'chance']","['never', 'assured', 'happening', 'time', 'knew', 'full', 'well']",0
"['uh', 'fact', 'uh', 'late', 'twenties', 'fact', 'used', 'equipment', 'left', 'uh', 'turned', 'interesting', 'people', 'dont', 'realize', 'small', 'canal', 'ever']","['canal', 'smaller', 'people', 'expect']",0
"['also', 'use', 'pc', 'emulate', 'mainframe', 'terminal', 'ibm', 'mainframe', 'also', 'emulate', 'deck', 'terminal', 'deck', 'machine']","['pc', 'used', 'emulator', 'mainframe', 'terminal']",0
"['eighty', 'percent', 'pagers', 'united', 'states', 'knocked', 'satellite', 'malfunction', 'space']","['pagers', 'united', 'states', 'unaffected', 'satellite', 'malfunction']",2
"['gaos', 'primary', 'function', 'support', 'congress', 'carrying', 'decisionmaking', 'oversight', 'responsibilities', 'number', 'times', 'experts', 'testify', 'congressional', 'panels', 'year', 'indicator', 'responsiveness', 'reflects', 'impact', 'importance', 'value', 'work']","['main', 'focus', 'support', 'congress']",0
"['rulers', 'introduced', 'buddhist', 'hindu', 'culture', 'brahmin', 'ministers', 'govern', 'elaborate', 'court', 'ritual']","['buddhist', 'hindu', 'culture', 'elaborate', 'court', 'rituals', 'instituted', 'rulers']",0
"['local', 'boy', 'gates', 'wisely', 'built', '45000squarefoot', 'castle', 'suburban', 'seattle']","['gates', 'built', 'castle', 'seattle', 'likes', 'weather']",1
"['yeah', 'uh', 'yeah', 'absolutely', 'credit', 'union', 'nine', 'percent', 'interest', 'yeah', 'thats']","['credit', 'union', 'one', 'hundred', 'percent', 'interest', 'yeah']",2
